id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,log_price
2297192,2BD/2BA Manhattan Apt,11732741,Bryce,Manhattan,Financial District,40.70825,-74.00495,Entire home/apt,1000,1,0,NA,NA,1,0,6.907755278982137
28223260,Private 1 BR/1 Bath apt with full kitchen,15717497,Nick,Manhattan,Upper West Side,40.77078,-73.98344,Entire home/apt,180,1,0,NA,NA,1,0,5.19295685089021
18616234,UPPER EAST SIDE PRIVATE ROOM!,129317761,Lauren,Manhattan,East Harlem,40.78886,-73.94324,Private room,70,1,11,2017-07-15,0.42,1,0,4.248495242049359
9489073,Mi Casa Es Su Casa NYC,49181430,Grace,Manhattan,East Harlem,40.79351,-73.93388,Entire home/apt,100,5,13,2019-06-28,0.3,1,127,4.605170185988092
31077566,Prime East Village 1BR,1488170,Anish,Manhattan,East Village,40.72435,-73.98715,Entire home/apt,220,5,2,2019-03-10,0.37,1,90,5.393627546352362
32109492,Amazing Studio at the Time square area/5-3A,48146336,Irina,Manhattan,Hell's Kitchen,40.76165,-73.99351,Entire home/apt,130,30,2,2019-06-01,0.53,20,332,4.867534450455582
21254718,Bright Comfy Apartment Steps to Columbia & Barnard,56197328,Paul,Manhattan,Morningside Heights,40.80647,-73.96576,Entire home/apt,570,3,1,2018-10-18,0.11,2,0,6.345636360828596
1793411,Union Square/East Village Apartment,2273886,Ki,Manhattan,East Village,40.7312,-73.98857,Entire home/apt,200,5,4,2015-12-01,0.06,1,0,5.298317366548036
36273046,Elegant Spacious UES private room,267839371,Celine,Manhattan,Upper East Side,40.77551,-73.95404,Private room,120,1,1,2019-07-06,1,2,358,4.787491742782046
11587722,Central Park Dreams,5099080,Bridget,Manhattan,Upper West Side,40.79795,-73.96156,Entire home/apt,300,4,7,2017-09-15,0.19,1,0,5.703782474656201
35608298,High Floor two Bed One Bath,221200420,Adam,Manhattan,Murray Hill,40.74424,-73.97272,Entire home/apt,190,30,0,NA,NA,23,343,5.247024072160486
34256514,[Special Price] Have a nice trip with my room!,69339916,Luke,Manhattan,Harlem,40.8125,-73.95305,Private room,70,1,3,2019-06-21,2.57,1,71,4.248495242049359
35935675,Spacious Room w/Kitchen  in Prime Manhattan,436365,Jessica M.,Manhattan,Upper East Side,40.76924,-73.95323,Private room,100,3,0,NA,NA,3,37,4.605170185988092
4605455,Private Room & Bathroom in LES,23575977,Carly,Manhattan,Two Bridges,40.71205,-73.99463,Private room,120,5,0,NA,NA,1,0,4.787491742782046
30137792,Small cozy  private room near time square,215944788,Kay,Manhattan,Chelsea,40.74337,-73.99423,Private room,80,3,15,2019-03-17,2.13,3,1,4.382026634673881
21308792,Large NYC APT on the East River for 1 or 2 people,33776141,Lara,Manhattan,Kips Bay,40.73905,-73.97353,Private room,100,2,1,2018-01-02,0.05,1,0,4.605170185988092
25770975,Sonder | 180 Water | Charming Studio + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70626,-74.00565,Entire home/apt,170,29,0,NA,NA,96,322,5.135798437050262
27482124,"Large, Bright Studio for Rent",20398684,Heather,Manhattan,Midtown,40.75135,-73.97197,Entire home/apt,120,2,6,2019-04-15,0.62,1,0,4.787491742782046
910976,Gorgeous PermaGO HOMES™ - FiDi - Room 2/2,4887492,Gershwyn,Manhattan,Financial District,40.71078,-74.00995,Private room,160,3,24,2018-02-12,0.31,2,352,5.075173815233827
3522539,"Musician's Loft 1BR w/ Outdoor Space, WiFi, Parks",515946,Jonathan,Manhattan,East Village,40.73041,-73.9896,Entire home/apt,160,4,45,2019-06-12,0.75,1,87,5.075173815233827
22231558,Spacious 3BR/3BA in the East Village,7002074,Ryder,Manhattan,East Village,40.72625,-73.97822,Entire home/apt,250,2,2,2017-12-30,0.1,1,0,5.521460917862246
24606241,Sunny & Beautiful 1br apt in heart of Lower East.,165725362,Janey,Manhattan,Lower East Side,40.71432,-73.9887,Entire home/apt,150,4,32,2019-07-02,2.36,2,216,5.0106352940962555
19304453,Convenient Midtown Private 1 Bedroom,11035230,Mel,Manhattan,Hell's Kitchen,40.75544,-73.99406,Entire home/apt,100,1,13,2019-02-17,0.52,1,0,4.605170185988092
34202304,曼哈顿 林肯中心 Manhattan Lincoln Center 5分钟到西59/66地铁站,97044757,柏润,Manhattan,Upper West Side,40.77435,-73.98761,Entire home/apt,140,20,0,NA,NA,2,18,4.941642422609304
2060768,West Village Apt steps to Path,10547610,Raj,Manhattan,West Village,40.73246,-74.00854,Entire home/apt,800,1,0,NA,NA,1,0,6.684611727667927
9211258,Midtown Hells Kitch. Next to Timesq,36430529,Bharathi,Manhattan,Hell's Kitchen,40.75997,-73.99265,Entire home/apt,250,2,0,NA,NA,1,0,5.521460917862246
16099666,King/Queen Hotel Room at Wyndham Midtown 45,69545883,Chayla,Manhattan,Midtown,40.7524,-73.97153,Private room,700,3,1,2016-12-11,0.03,12,365,6.551080335043404
27855899,"large, stylish, airy East Village loft apartment!",3809729,Yemisi,Manhattan,East Village,40.72307,-73.98369,Entire home/apt,200,3,7,2019-05-05,0.69,1,0,5.298317366548036
4409074,Spacious 3BDR Prime Location!,22886115,Kristen,Manhattan,East Village,40.73112,-73.98572,Entire home/apt,300,2,4,2016-08-24,0.09,1,0,5.703782474656201
23222091,Lovely 1 bedroom in East Harlem,33438428,Eni,Manhattan,East Harlem,40.80086,-73.93979,Entire home/apt,80,5,15,2018-10-21,0.93,1,46,4.382026634673881
7555283,Lovely 2 Bedroom in Upper West Side,39599671,Sara,Manhattan,Upper West Side,40.79045,-73.97361,Entire home/apt,200,5,12,2018-06-16,0.26,1,0,5.298317366548036
32305506,Large Studio Doorman Elevator 5241,16098958,Jeremy & Laura,Manhattan,Midtown,40.75629,-73.96548,Entire home/apt,140,30,0,NA,NA,96,332,4.941642422609304
20872030,"Prime Location in Manhattan, near Central Park",41499146,Arata,Manhattan,Harlem,40.8062,-73.95528,Entire home/apt,160,2,11,2019-06-30,0.51,1,18,5.075173815233827
8342200,"Upper West Side, Close to Park",37131217,Rowdy,Manhattan,Upper West Side,40.7816,-73.97638,Entire home/apt,120,5,0,NA,NA,1,0,4.787491742782046
16530772,Lovely room 20 min to Times Square & Central Park,39072326,Stephanie,Manhattan,Harlem,40.80999,-73.9415,Private room,80,2,94,2019-06-23,3.25,1,167,4.382026634673881
27624476,Spacious Harlem Room,26185286,Silvia,Manhattan,Harlem,40.82923,-73.93764,Private room,120,3,22,2019-06-28,2.1,1,10,4.787491742782046
22881110,"Spacious & Quiet 1 Br Upper West Side, close to CP",120981856,Rgh,Manhattan,Upper West Side,40.78941,-73.97167,Entire home/apt,140,7,9,2019-06-02,0.55,1,80,4.941642422609304
641768,INSANE NYC views! Live in the sky!,3206521,Dee,Manhattan,Hell's Kitchen,40.76206,-73.9998,Entire home/apt,260,30,11,2013-03-08,0.13,2,33,5.560681631015528
25752683,Chelsea Studio Apt,37239193,Ido,Manhattan,Chelsea,40.74016,-73.99902,Entire home/apt,200,2,1,2018-08-30,0.1,1,0,5.298317366548036
2500087,NYC Steps from Central Park!,12796040,Robyn,Manhattan,Hell's Kitchen,40.7673,-73.98809,Entire home/apt,150,5,3,2015-01-05,0.05,1,0,5.0106352940962555
35699079,Harlem Retreat,57627694,Olga,Manhattan,Harlem,40.82339,-73.95106,Entire home/apt,90,1,0,NA,NA,1,50,4.499809670330265
29686576,Cozy NYC Downtown Room,13392472,Lana,Manhattan,Lower East Side,40.72085,-73.98945,Private room,100,3,38,2019-07-05,4.58,1,99,4.605170185988092
13495361,Charming 1BR in the heart of Greenwich Village,11414858,Alex,Manhattan,Greenwich Village,40.73006,-73.99981,Entire home/apt,200,4,0,NA,NA,1,0,5.298317366548036
8895019,1 Bd Ap. in Hell's Kitchen Times Sq,1020828,Philipp,Manhattan,Hell's Kitchen,40.76392,-73.99514,Entire home/apt,150,1,1,2016-05-08,0.03,1,0,5.0106352940962555
34532307,"Beautiful, Quiet, Private Bedroom in West Midtown",79461666,Stephen,Manhattan,Hell's Kitchen,40.76412,-73.99141,Private room,140,3,2,2019-06-16,1.25,3,85,4.941642422609304
22268101,Cute & Quiet 1 Bedroom In Greenwich Village,4243073,Sophia,Manhattan,Greenwich Village,40.72847,-74.00068,Entire home/apt,150,14,8,2019-03-23,0.42,1,38,5.0106352940962555
8743269,Studio: Heart of Harlem w backyard,12226733,Henna,Manhattan,Harlem,40.81132,-73.94496,Entire home/apt,100,2,1,2015-10-20,0.02,1,0,4.605170185988092
12001322,NYC Midtown-West Luxury 1BR Apt.,30283594,Kara,Manhattan,Midtown,40.76554,-73.98289,Entire home/apt,240,30,0,NA,NA,121,352,5.480638923341991
28317744,*ON SALE* West Village 2BR base to discover NYC,12926593,Catarina,Manhattan,West Village,40.73142,-74.00275,Entire home/apt,300,2,2,2019-06-23,0.31,3,14,5.703782474656201
31148404,"Luxury Doorman Apartment - POOL, GYM, LOUNGE +++",34271675,Chris,Manhattan,Financial District,40.70763,-74.00671,Entire home/apt,110,15,2,2019-05-15,0.8,1,0,4.700480365792417
16813292,Stylish Private Room + Bath in the Heart of LES,1229568,Matt & Kathleen,Manhattan,Lower East Side,40.7219,-73.98717,Private room,170,2,100,2019-06-24,3.34,1,145,5.135798437050262
29799920,Ultra Modern Two Bedroom with Amazing Views,63875726,Jason,Manhattan,Murray Hill,40.74441,-73.97328,Entire home/apt,220,5,0,NA,NA,1,51,5.393627546352362
29495273,Home on Houston - 2 Rooms near SoHo/NoHo/LES,818753,Jamie,Manhattan,NoHo,40.72584,-73.99306,Private room,300,2,0,NA,NA,1,5,5.703782474656201
29183581,Little Italy Sunny 2 Bedroom,116976293,Topher,Manhattan,Little Italy,40.71865,-73.99847,Entire home/apt,220,3,0,NA,NA,2,0,5.393627546352362
35816788,Artists cave,226970380,Tunie,Manhattan,East Village,40.72555,-73.98198,Entire home/apt,140,1,3,2019-07-02,3,1,84,4.941642422609304
872210,Quiet 1BR Heart of the East Village,4600589,Carter,Manhattan,East Village,40.732,-73.98759,Private room,200,1,0,NA,NA,1,0,5.298317366548036
36264980,Times Square River View,272747534,Ali,Manhattan,Hell's Kitchen,40.75987,-73.99615,Private room,120,2,0,NA,NA,1,41,4.787491742782046
33634956,Sonder | Stock Exchange | Amazing 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70748,-74.0108,Entire home/apt,230,2,7,2019-06-20,2.66,327,309,5.438079308923196
7581690,Spacious 2 Bedroom Apt,62791,Tal,Manhattan,Harlem,40.81208,-73.95097,Entire home/apt,120,3,1,2016-10-14,0.03,1,0,4.787491742782046
23149641,Prime location 2 BR APT/ Midtown West/ Manhattan,171939378,Jose,Manhattan,Hell's Kitchen,40.75546,-73.99582,Entire home/apt,180,3,31,2019-04-28,1.98,2,4,5.19295685089021
6227027,Bright and Beautiful UWS Treasure!!,6089159,Samantha,Manhattan,Upper West Side,40.78302,-73.98057,Entire home/apt,100,14,3,2019-05-20,0.13,1,205,4.605170185988092
2021742,Cozy Apt in the heart of Manhattan!,10390993,Danny,Manhattan,Midtown,40.74873,-73.98827,Entire home/apt,160,7,0,NA,NA,1,0,5.075173815233827
9766922,Spacious Uptown bedroom,19874128,Jennifer,Manhattan,Harlem,40.82083,-73.95407,Private room,90,2,0,NA,NA,1,0,4.499809670330265
36427098,Downtown NYC Convenient Private Room,105447387,Xiao,Manhattan,Lower East Side,40.71466,-73.98676,Private room,80,1,0,NA,NA,1,323,4.382026634673881
3771845,Private Room in Great NYC Nbrhood,7665324,Edward,Manhattan,Lower East Side,40.72144,-73.99356,Private room,100,1,64,2019-06-23,1.12,2,266,4.605170185988092
35512438,Private Room in Ground Floor Apt w/Backyard access,13678557,Eb,Manhattan,East Harlem,40.80857,-73.93951,Private room,90,1,0,NA,NA,1,102,4.499809670330265
34784469,"Premier room in Downtown NYC, Spacious and Private",250825715,Cherry,Manhattan,Chinatown,40.71716,-73.99716,Private room,90,1,1,2019-06-21,1,3,39,4.499809670330265
30818914,1400 Sq Ft Apartment on Broadway!,18653145,Mario,Manhattan,Harlem,40.83109,-73.94714,Entire home/apt,180,7,3,2019-05-08,0.99,1,128,5.19295685089021
19415114,Entire Apt (1 Bdr) in the Upper East Side 85 St,59906749,Heidi,Manhattan,Upper East Side,40.7794,-73.95427,Entire home/apt,120,3,6,2018-08-28,0.25,1,0,4.787491742782046
21844377,In the heart of Chelsea and downtown,1317913,Lauren,Manhattan,Chelsea,40.74116,-74.00053,Private room,200,3,0,NA,NA,2,158,5.298317366548036
34997245,SoHo- 1BD Apt- Incredible Location! With Rooftop,9525999,Jackie,Manhattan,Little Italy,40.71978,-73.99681,Entire home/apt,260,3,1,2019-06-15,1,1,233,5.560681631015528
1717058,Top floor 1 bedroom soho/nolita,9053036,Raynald,Manhattan,Nolita,40.72182,-73.99625,Entire home/apt,180,3,65,2019-06-07,1.04,1,106,5.19295685089021
22713055,Cozy Private room in Hamilton Heights,54740781,Melissa,Manhattan,Harlem,40.82949,-73.94644,Private room,40,3,2,2018-08-13,0.17,1,0,3.6888794541139363
21080763,"CHIC 2 BEDROOM W/ LUXURY FINISHES, WASHER DRYER",61391963,Corporate Housing,Manhattan,Kips Bay,40.74061,-73.97991,Entire home/apt,180,30,4,2019-03-31,0.25,91,201,5.19295685089021
2524947,Gorgeous Apartment in Battery Park!,7520792,Jenna,Manhattan,Financial District,40.70558,-74.01533,Entire home/apt,180,2,45,2016-02-21,0.76,1,0,5.19295685089021
16244843,Cozy room in the East Village - Manhattan,53836757,Felipe,Manhattan,East Village,40.72947,-73.9785,Private room,80,4,20,2018-12-27,0.65,1,12,4.382026634673881
8855930,Chic and Inviting East Village Apartment,46365876,Josefine,Manhattan,East Village,40.73113,-73.98295,Entire home/apt,120,2,2,2016-08-31,0.06,1,0,4.787491742782046
28913606,King Hotel Room at Wyndham Midtown 45 Resort,49128620,Joy,Manhattan,Midtown,40.75359,-73.97305,Private room,180,2,2,2019-05-12,0.22,1,1,5.19295685089021
36036585,Full Service amenities Designer Modern New Studio,117953124,Sergio,Manhattan,Financial District,40.70534,-74.00631,Entire home/apt,180,30,0,NA,NA,1,333,5.19295685089021
20651206,Private bedroom in East Village,99791908,Lera,Manhattan,East Village,40.72945,-73.98203,Private room,80,1,3,2018-05-26,0.21,2,0,4.382026634673881
18566802,"Beautiful Luxury Studio, Heart of Theater District",11334992,Jessica,Manhattan,Hell's Kitchen,40.76059,-73.98865,Shared room,100,1,1,2017-06-05,0.04,1,0,4.605170185988092
6941601,Manhattan Club,36400642,Abdul Rahman,Manhattan,Midtown,40.76448,-73.98187,Entire home/apt,180,7,0,NA,NA,1,0,5.19295685089021
29683,Stylish & Sleek Apartment Near SoHo!,125857,Uli,Manhattan,East Village,40.72392,-73.99143,Entire home/apt,180,5,73,2019-06-25,0.66,1,209,5.19295685089021
36037692,Charming and Spacious 2 Bedroom Midtown Apt,270309706,Axay,Manhattan,Hell's Kitchen,40.76496,-73.98928,Entire home/apt,240,3,0,NA,NA,1,167,5.480638923341991
9409873,Greenwich Village - SoHo Duplex+Balcony+Terrace,1442864,Alex,Manhattan,Greenwich Village,40.72824,-73.99517,Entire home/apt,280,4,18,2019-07-01,1.9,1,85,5.634789603169249
7637101,Spacious 1 bedroom,2484520,Marcus,Manhattan,Morningside Heights,40.81033,-73.95897,Private room,150,1,0,NA,NA,1,0,5.0106352940962555
1044502,HELLO HARLEM,5749899,Obora & Michael,Manhattan,Harlem,40.8035,-73.94764,Entire home/apt,200,4,128,2019-06-22,1.76,1,278,5.298317366548036
29383021,"Cozy room C in upper west side NY, Columbia",221355351,James,Manhattan,Morningside Heights,40.81386,-73.95936,Private room,90,1,55,2019-06-15,6.4,4,87,4.499809670330265
9490080,"Cozy, Artsy Apartment in Upper NYC",49186493,Danni,Manhattan,Washington Heights,40.84369,-73.93828,Entire home/apt,100,4,0,NA,NA,1,0,4.605170185988092
11634575,"Sunny, enchanting, spacious bedroom",61382075,Elena,Manhattan,Washington Heights,40.84398,-73.94064,Private room,60,4,2,2017-05-22,0.05,2,0,4.0943445622221
33406391,Aloft Manhattan Downtown - Financial District,5144567,Yun,Manhattan,Financial District,40.70922,-74.00571,Private room,170,7,0,NA,NA,13,365,5.135798437050262
9550807,Large Studio-Style Bedroom,21787440,Yi-Chen,Manhattan,Washington Heights,40.84005,-73.93735,Private room,60,1,1,2016-01-01,0.02,2,0,4.0943445622221
31881815,Quiet Bedroom in Gorgeous Upper East Side Loft,29394295,Samara,Manhattan,East Harlem,40.7882,-73.9405,Private room,80,3,0,NA,NA,1,0,4.382026634673881
30389263,Stately Midtown East 1BR w/ Doorman near Flatiron by Blueground,107434423,Blueground,Manhattan,Kips Bay,40.74053,-73.97874,Entire home/apt,270,30,0,NA,NA,232,157,5.598421958998375
21818641,Modern 1 BR Hell's Kitchen condo with courtyard,159042433,Alexander,Manhattan,Hell's Kitchen,40.76172,-73.99428,Entire home/apt,200,3,3,2018-12-01,0.16,1,0,5.298317366548036
13569725,Little slice of paradise on the Lower East Side,19417913,Cate,Manhattan,Chinatown,40.71661,-73.99144,Entire home/apt,150,3,7,2018-03-12,0.19,1,11,5.0106352940962555
19803017,Incredible East Village Apartment on St Marks!,28881583,Laila,Manhattan,East Village,40.72759,-73.98466,Entire home/apt,150,2,28,2019-05-30,1.17,1,9,5.0106352940962555
11496607,Trendy 1 Bedroom Harlem Brownstone,60542135,Amal & Emad,Manhattan,Harlem,40.80187,-73.94705,Entire home/apt,160,3,60,2019-06-17,1.49,1,278,5.075173815233827
13358265,Full 1 Bedroom Apartment in heart of UWS,60380241,Vanessa,Manhattan,Upper West Side,40.778,-73.97912,Entire home/apt,200,2,117,2019-06-22,3.24,1,34,5.298317366548036
27010728,3rd Floor Art,183707967,Dionyssios,Manhattan,Washington Heights,40.85419,-73.93013,Entire home/apt,140,2,38,2019-05-28,3.3,4,176,4.941642422609304
9627513,Cozy 4br in the heart of Harlem,36792245,Kilandra,Manhattan,Harlem,40.80272,-73.95564,Private room,60,2,8,2016-08-22,0.19,1,0,4.0943445622221
12519645,Upper East Side Room,56623911,Christa,Manhattan,East Harlem,40.78809,-73.95333,Private room,40,1,3,2016-05-20,0.08,1,0,3.6888794541139363
9720768,"Midtown Times Square bright room, private bath",31626212,Troy,Manhattan,Theater District,40.75699,-73.98493,Private room,120,3,141,2019-06-22,3.29,5,226,4.787491742782046
1430650,"Columbus Circle Comfort, minutes from Times Square",7691518,Brent,Manhattan,Hell's Kitchen,40.768,-73.98695,Private room,100,1,123,2019-06-25,1.99,2,245,4.605170185988092
3585452,A Beautiful Brownstone Apartment,17943391,Michael,Manhattan,Harlem,40.809,-73.94263,Entire home/apt,140,2,292,2019-06-26,4.95,2,186,4.941642422609304
21803004,Modern Room in the heart of Manhattan(just female),156246842,Sandra,Manhattan,Theater District,40.76069,-73.9863,Private room,100,3,46,2019-06-20,2.49,3,25,4.605170185988092
30932134,Winter wonderland in heart of Manhattan 32 & 5!,14210435,Liz,Manhattan,Midtown,40.74733,-73.98447,Private room,180,3,0,NA,NA,1,179,5.19295685089021
30674080,Beautiful 2-bedroom Apt near Times Square,64825610,Michel And Antoine,Manhattan,Hell's Kitchen,40.76011,-73.99087,Entire home/apt,300,3,23,2019-07-01,3.5,2,207,5.703782474656201
12505852,Upper West Side 1 bedroom,5775272,Lindsey,Manhattan,Upper West Side,40.78406,-73.98431,Entire home/apt,120,1,0,NA,NA,1,0,4.787491742782046
33710554,"PRIDE Perfect! Bright, Clean & New W. Village Flat",254107226,Katherine,Manhattan,West Village,40.73593,-74.00438,Entire home/apt,260,3,2,2019-07-05,1.03,1,10,5.560681631015528
6742680,Spacious & Charming Duplex in Upper East,6028102,Ana,Manhattan,Upper East Side,40.77259,-73.95647,Entire home/apt,200,3,47,2019-03-24,0.95,1,0,5.298317366548036
13154343,Spacious Modern Alcove Studio in a Luxury Building,13739649,Alexander,Manhattan,Hell's Kitchen,40.76144,-73.99243,Entire home/apt,220,2,32,2019-06-25,0.85,1,44,5.393627546352362
667375,Light & airy Chelsea NY 1bdrm apt,3376141,Nic,Manhattan,Chelsea,40.74272,-74.00309,Entire home/apt,200,3,17,2018-06-24,0.21,1,5,5.298317366548036
1403635,Sunny & large W. Harlem private 1 bedroom.,754675,Lucy,Manhattan,Harlem,40.82036,-73.95589,Private room,80,5,3,2018-12-31,0.16,1,0,4.382026634673881
30688108,NEW - Manhattan - Private room near Central Park,224311652,Adrien,Manhattan,East Harlem,40.79852,-73.93769,Private room,80,1,31,2019-06-22,4.63,1,0,4.382026634673881
13927957,Charming Manhattan-Midtown Studio,82740724,Roman,Manhattan,Midtown,40.75259,-73.97061,Entire home/apt,130,1,159,2019-06-12,4.39,1,193,4.867534450455582
21900721,Cozy room in a shared apt,159794474,Alex,Manhattan,Upper East Side,40.777,-73.95771,Private room,80,1,0,NA,NA,1,0,4.382026634673881
30913615,Cute room for single traveler,33238800,Ayzhan,Manhattan,Hell's Kitchen,40.76568,-73.9876,Private room,100,1,35,2019-06-30,5.59,1,82,4.605170185988092
10015195,Madison Avenue 1 Bedroom Suite,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.75093,-73.98096,Entire home/apt,110,30,1,2016-09-30,0.03,31,133,4.700480365792417
12188651,Spacious home in heart of NYC,6997786,Mara,Manhattan,Chelsea,40.74369,-73.99571,Entire home/apt,220,2,5,2016-10-09,0.14,1,0,5.393627546352362
21161707,Soulful minipenthouse perched over East Village,2171676,Thomas,Manhattan,East Village,40.7277,-73.97841,Private room,70,2,112,2019-07-07,5.22,1,129,4.248495242049359
3567258,Beautiful Loft in Union Square,298914,Fara,Manhattan,Gramercy,40.73711,-73.98985,Entire home/apt,220,4,60,2019-06-24,1.01,1,4,5.393627546352362
16063885,Spacious 1 Bedroom Apt in the heart of Harlem,83278784,Kennedy,Manhattan,Harlem,40.80761,-73.95416,Entire home/apt,160,1,41,2019-06-16,1.56,1,273,5.075173815233827
22122723,Beautiful room in Manhattan,43719554,Bersabel,Manhattan,Harlem,40.82257,-73.94665,Private room,50,16,0,NA,NA,1,0,3.912023005428146
34384453,#1 NY Perfect Destination . Hells' kitchen!!,259262728,Naomi,Manhattan,Hell's Kitchen,40.76059,-73.9965,Entire home/apt,290,3,4,2019-07-01,2.45,1,23,5.66988092298052
31858749,"Quiet, comfortable & bright apt in East Village",2582224,Daniel,Manhattan,East Village,40.72749,-73.98674,Entire home/apt,150,5,1,2019-04-30,0.43,1,249,5.0106352940962555
4519764,Private Space in Manhattan 8/25-9/9,16310013,Tan,Manhattan,Washington Heights,40.85181,-73.93824,Private room,30,7,0,NA,NA,1,0,3.4011973816621555
13622056,Luxury For Less In Downtown Manhattan,40425220,Lauren,Manhattan,Battery Park City,40.71617,-74.01468,Private room,220,1,1,2016-11-05,0.03,1,0,5.393627546352362
30290307,Beautiful Central 2 Bedroom in Soho!,227498924,Alex,Manhattan,SoHo,40.72607,-74.00166,Entire home/apt,300,4,2,2019-05-18,0.32,1,156,5.703782474656201
14091664,Spacious 1BD w Amazing City views,24176743,Emma,Manhattan,Midtown,40.74572,-73.98285,Entire home/apt,240,2,5,2016-12-04,0.14,1,0,5.480638923341991
33161119,LUXURY 2BED 2 BATH/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.77424,-73.98827,Entire home/apt,260,30,7,2019-06-17,2.73,25,274,5.560681631015528
16443103,Sunny and new luxury studio,107836121,Svetlana,Manhattan,Midtown,40.76555,-73.98029,Entire home/apt,150,5,1,2017-10-16,0.05,1,0,5.0106352940962555
19993470,Classic Manhattan Loft Apartment,114867228,Peter And Helen,Manhattan,NoHo,40.73,-73.99253,Entire home/apt,140,14,17,2019-06-18,0.83,1,233,4.941642422609304
7604021,Cozy studio close to Central Park,39880500,Marie,Manhattan,Upper West Side,40.79203,-73.96967,Entire home/apt,110,7,9,2019-05-27,0.19,1,19,4.700480365792417
24539281,"43rd Street “TIME SQUARE”
Single bed.",30985759,Taz,Manhattan,Hell's Kitchen,40.75792,-73.99172,Shared room,60,1,108,2019-06-23,7.33,6,325,4.0943445622221
21926844,Private Room on Roosevelt Island,35674813,Xizi,Manhattan,Roosevelt Island,40.7611,-73.95015,Private room,40,7,1,2018-01-21,0.06,1,0,3.6888794541139363
728498,WEST HARLEM  PRIVATE BEDROOM,3779334,Lex And Derek,Manhattan,Harlem,40.80517,-73.95404,Private room,80,1,135,2019-06-22,1.67,1,365,4.382026634673881
21024792,Room in a loft in Soho/Nolita,24770383,Maeva,Manhattan,SoHo,40.7215,-73.99894,Private room,80,21,0,NA,NA,1,0,4.382026634673881
21870396,"Central Park, Columbus Circle, Time Warner O MY!",159540426,Kenneth,Manhattan,Hell's Kitchen,40.7676,-73.9855,Private room,200,1,1,2018-01-01,0.05,1,0,5.298317366548036
9435428,Cozy Studio in East Harlem,48904356,Hasan,Manhattan,East Harlem,40.79335,-73.94583,Entire home/apt,150,1,1,2016-01-02,0.02,1,0,5.0106352940962555
18287688,UES one bedroom,57531995,Ashley,Manhattan,Upper East Side,40.77138,-73.94973,Entire home/apt,140,1,15,2018-04-29,0.62,1,0,4.941642422609304
9853884,1 Month Huge 1 Bdr UWS Morningside,50727041,Tristan,Manhattan,Morningside Heights,40.81536,-73.96246,Private room,40,15,0,NA,NA,1,0,3.6888794541139363
34967678,Luxury 3/2 in Prime Lower East with Elevator!,8014888,Joel And Marie,Manhattan,Chinatown,40.71801,-73.9943,Entire home/apt,500,4,6,2019-06-27,4.62,1,299,6.214608098422191
10058944,Private Master Bedroom & Full Bath,9050420,Anton,Manhattan,East Village,40.7278,-73.98041,Private room,190,1,0,NA,NA,1,0,5.247024072160486
1961937,Lovely 2 bedroom apartment,3899946,Anna,Manhattan,Harlem,40.8233,-73.95591,Entire home/apt,120,5,8,2016-04-04,0.12,1,0,4.787491742782046
19784119,Harlem Haven,9427915,Ntifafa Akoko,Manhattan,Harlem,40.82105,-73.94588,Entire home/apt,100,2,27,2019-06-09,1.15,1,1,4.605170185988092
29425269,"New York Apartment , private bed room / queen bed.",207651513,Nour,Manhattan,Harlem,40.80903,-73.94307,Private room,100,1,47,2019-07-05,5.71,3,75,4.605170185988092
36180945,✰ Manhattan Bridge ✰ STUDIO / w. Private Backyard,272118165,Feliks,Manhattan,Chinatown,40.71387,-73.99427,Entire home/apt,160,5,0,NA,NA,1,165,5.075173815233827
13669161,Comfortable-Private one room in LES,17605950,Denis,Manhattan,Lower East Side,40.71881,-73.98882,Private room,100,2,48,2018-02-03,1.3,1,0,4.605170185988092
13397316,Lovely Gem in Hell's Kitchen Midtown Manhattan,54454582,Breath Beyond,Manhattan,Hell's Kitchen,40.76413,-73.99301,Entire home/apt,180,2,0,NA,NA,3,3,5.19295685089021
34967770,Charming townhouse,1849974,Laura,Manhattan,Harlem,40.81872,-73.94363,Entire home/apt,300,7,1,2019-05-24,0.65,2,150,5.703782474656201
24133244,Beautiful New York City Midtown Cozy Apartment,117510818,Lea,Manhattan,Hell's Kitchen,40.76657,-73.98514,Entire home/apt,220,3,28,2019-07-02,1.87,1,323,5.393627546352362
20189718,2 BR Apt - Great Midtown location off 5th Avenue,26490904,Deo,Manhattan,Midtown,40.76149,-73.97536,Entire home/apt,200,30,5,2018-10-19,0.26,4,280,5.298317366548036
28913683,LOVE Best City Views: Luxury & Location 2BD/2BT,40681070,Monika,Manhattan,Midtown,40.74952,-73.97089,Entire home/apt,360,5,9,2019-04-21,0.99,1,23,5.886104031450156
8131285,Modern one bed in Alphabet City,17478311,Stephen,Manhattan,East Village,40.72573,-73.97926,Entire home/apt,130,3,5,2018-06-28,0.11,1,0,4.867534450455582
